보고 시작,보고 종료,광고 이름,광고 게재,통화,기여 설정,결과,결과 표시 도구,도달,빈도,결과당 비용,광고 세트 예산,광고 세트 예산 유형,지출 금액 (KRW),종료,품질 순위,참여율 순위,전환율 순위,노출,"CPM(1,000회 노출당 비용) (KRW)",링크 클릭,shop_clicks,CPC(링크 클릭당 비용) (KRW),CTR(링크 클릭률),클릭(전체),CTR(전체),CPC(전체) (KRW),랜딩 페이지 조회,랜딩 페이지 조회당 비용 (KRW)
2026-03-23,2026-03-30,혼밥족필수탬_이미지2,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,2183,1.465873,,캠페인 예산 사용,0,85807,진행 중,-,-,-,3200,26814.6875,67,,1280.701493,2.09375,81,2.53125,1059.345679,52,1650.134615
2026-03-23,2026-03-30,한우가격혁명_영상_0320,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,1,1,,캠페인 예산 사용,0,7,진행 중,-,-,-,1,7000,0,,,,0,0,,,
2026-03-23,2026-03-30,오늘만특가_이미지1_0320,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,19,1,,캠페인 예산 사용,0,605,진행 중,-,-,-,19,31842.105263,3,,201.666667,15.789474,3,15.789474,201.666667,3,201.666667
2026-03-23,2026-03-30,쭈꾸미볶음생각_이미지1,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,30,1.033333,,캠페인 예산 사용,0,1543,진행 중,-,-,-,31,49774.193548,1,,1543,3.225806,1,3.225806,1543,1,1543.000000
2026-03-23,2026-03-30,신선도_이미지2,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,2,1,,캠페인 예산 사용,0,378,진행 중,-,-,-,2,189000,1,,378,50,1,50,378,1,378.000000
2026-03-23,2026-03-30,오늘잡은_이미지3,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,54,1.092593,,캠페인 예산 사용,0,1596,진행 중,-,-,-,59,27050.847458,2,,798,3.389831,2,3.389831,798,1,1596.000000
2026-03-23,2026-03-30,왜지금먹어야할까요?_gif,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,26,1.230769,,캠페인 예산 사용,0,643,진행 중,-,-,-,32,20093.75,2,,321.5,6.25,3,9.375,214.333333,2,321.500000
2026-03-23,2026-03-30,이가격에_롱버전_이미지1,active,KRW,클릭 후 7일 또는 조회 후 1일,,,522,1.187739,,캠페인 예산 사용,0,22378,진행 중,-,-,-,620,36093.548387,55,,406.872727,8.870968,59,9.516129,379.288136,53,422.226415
2026-03-23,2026-03-30,오늘아침에_롱버전_동영상,active,KRW,클릭 후 7일 또는 조회 후 1일,,,1573,1.162746,,캠페인 예산 사용,0,46061,진행 중,-,-,-,1829,25183.706944,103,,447.194175,5.631493,109,5.959541,422.577982,97,474.855670
2026-03-23,2026-03-30,냉동쭈꾸미비교_롱버전_동영상,active,KRW,클릭 후 7일 또는 조회 후 1일,,,3585,1.445746,,캠페인 예산 사용,0,144700,진행 중,-,-,-,5183,27918.194096,310,,466.774194,5.981092,347,6.694964,417.002882,275,526.181818
2026-03-23,2026-03-30,냉동쭈꾸미비교_롱버전_슬라이딩,inactive,KRW,클릭 후 7일 또는 조회 후 1일,,,231,1.108225,,캠페인 예산 사용,0,8489,진행 중,-,-,-,256,33160.15625,23,,369.086957,8.984375,25,9.765625,339.56,21,404.238095
2026-03-23,2026-03-30,쭈꾸미볶음_롱버전_동영상 - 사본,active,KRW,클릭 후 7일 또는 조회 후 1일,,,3111,1.360977,,캠페인 예산 사용,0,125439,진행 중,-,-,-,4234,29626.594237,251,,499.756972,5.9282,285,6.731223,440.136842,223,562.506726
2026-03-23,2026-03-30,260327_가격_단일이미지,active,KRW,클릭 후 7일 또는 조회 후 1일,,,724,1.125691,,캠페인 예산 사용,0,12190,진행 중,-,-,-,815,14957.055215,22,,554.090909,2.699387,23,2.822086,530,20,609.500000
2026-03-23,2026-03-30,260327_산지직송_단일이미지,active,KRW,클릭 후 7일 또는 조회 후 1일,,,493,1.123732,,캠페인 예산 사용,0,7974,진행 중,-,-,-,554,14393.501805,15,,531.6,2.707581,18,3.249097,443,14,569.571429
2026-03-23,2026-03-30,260327_리뷰_단일이미지,active,KRW,클릭 후 7일 또는 조회 후 1일,,,3231,1.460848,,캠페인 예산 사용,0,92832,진행 중,-,-,-,4720,19667.79661,145,,640.22069,3.072034,168,3.559322,552.571429,122,760.918033
