보고 시작,보고 종료,광고 이름,캠페인 이름,광고 세트 이름,광고 게재,통화,기여 설정,결과,결과 표시 도구,도달,빈도,결과당 비용,광고 세트 예산,광고 세트 예산 유형,지출 금액 (KRW),종료,품질 순위,참여율 순위,전환율 순위,노출,"CPM(1,000회 노출당 비용) (KRW)",링크 클릭,shop_clicks,CPC(링크 클릭당 비용) (KRW),CTR(링크 클릭률),클릭(전체),CTR(전체),CPC(전체) (KRW),랜딩 페이지 조회,랜딩 페이지 조회당 비용 (KRW),리드당_비용
2026-03-25,2026-03-26,냉장으로_슬라이드,한돈세트_260304,골라담기_260304_18_타겟,active,KRW,클릭 후 7일 또는 조회 후 1일,,,906,1.101545,,캠페인 예산 사용,0,31454,진행 중,-,-,-,998,31517.034068,30,,1048.466667,3.006012,29,2.905812,1084.62069,29,1084.62069,
2026-03-25,2026-03-26,오늘저녁은_슬라이드_0313,한돈세트_260304,골라담기_260304_18_타겟,active,KRW,클릭 후 7일 또는 조회 후 1일,,,1018,1.180747,,캠페인 예산 사용,0,52231,진행 중,-,-,-,1202,43453.410982,34,,1536.205882,2.828619,36,2.995008,1450.861111,32,1632.21875,
